customer_id,age,gender,item_purchased,category,purchase_amount,location,size,color,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,age_group,purchase_frequency_days,frequency,monetary,recency,R_score,F_score,M_score,RFM_score,customer_segment
606,40,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,Yes,Standard,Yes,17,Bank Transfer,Weekly,Adult,7,17,32,7,4,2,1,421,Low Value
607,27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Standard,Yes,44,PayPal,Monthly,Young Adult,30,44,90,30,3,4,4,344,High Value
608,47,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,Yes,Next Day Air,Yes,44,Cash,Monthly,Middle-aged,30,44,23,30,3,4,1,341,Low Value
609,41,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,Next Day Air,Yes,21,Venmo,Every 3 Months,Adult,90,21,25,90,2,2,1,221,At Risk
610,51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,Next Day Air,Yes,49,Credit Card,Fortnightly,Middle-aged,14,49,54,14,4,4,2,442,Low Value
611,53,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Free Shipping,Yes,27,Bank Transfer,Every 3 Months,Middle-aged,90,27,72,90,2,3,3,233,Loyal
612,43,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Store Pickup,Yes,19,Cash,Monthly,Adult,30,19,33,30,3,2,1,321,Low Value
613,67,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,Express,Yes,33,Credit Card,Quarterly,Senior,90,33,43,90,2,3,2,232,At Risk
614,61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Standard,Yes,46,Cash,Bi-Weekly,Senior,14,46,51,14,4,4,2,442,Low Value
615,68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Standard,Yes,21,Credit Card,Bi-Weekly,Senior,14,21,85,14,4,2,4,424,Low Value
616,67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Next Day Air,Yes,23,Venmo,Annually,Senior,365,23,100,365,1,2,4,124,At Risk
617,29,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,Free Shipping,Yes,38,Credit Card,Every 3 Months,Young Adult,90,38,72,90,2,3,3,233,Loyal
618,50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Standard,Yes,2,Bank Transfer,Quarterly,Middle-aged,90,2,57,90,2,1,2,212,Low Value
619,61,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4.0,Yes,Express,Yes,21,Debit Card,Bi-Weekly,Senior,14,21,94,14,4,2,4,424,Low Value
620,19,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Yes,Store Pickup,Yes,1,Debit Card,Every 3 Months,Young Adult,90,1,34,90,2,1,1,211,Low Value
621,33,Male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,2-Day Shipping,Yes,10,Venmo,Every 3 Months,Adult,90,10,89,90,2,1,4,214,Low Value
622,51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,Store Pickup,Yes,45,Credit Card,Weekly,Middle-aged,7,45,27,7,4,4,1,441,Low Value
623,69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4.0,Yes,Next Day Air,Yes,44,Bank Transfer,Fortnightly,Senior,14,44,63,14,4,4,3,443,High Value
624,19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Standard,Yes,48,PayPal,Bi-Weekly,Young Adult,14,48,70,14,4,4,3,443,High Value
625,55,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Express,Yes,21,PayPal,Annually,Middle-aged,365,21,87,365,1,2,4,124,At Risk
626,49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4.0,Yes,Next Day Air,Yes,1,Venmo,Weekly,Middle-aged,7,1,79,7,4,1,3,413,Low Value
627,31,Male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,Yes,Standard,Yes,10,Venmo,Annually,Young Adult,365,10,79,365,1,1,3,113,Low Value
628,42,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Express,Yes,24,PayPal,Monthly,Adult,30,24,44,30,3,2,2,322,Low Value
629,69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,2-Day Shipping,Yes,29,Credit Card,Monthly,Senior,30,29,85,30,3,3,4,334,High Value
630,26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Standard,Yes,11,Debit Card,Annually,Young Adult,365,11,90,365,1,1,4,114,Low Value
631,41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,2-Day Shipping,Yes,33,Debit Card,Annually,Adult,365,33,94,365,1,3,4,134,Loyal
632,55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Store Pickup,Yes,27,Cash,Fortnightly,Middle-aged,14,27,68,14,4,3,3,433,High Value
633,35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Next Day Air,Yes,19,Venmo,Fortnightly,Adult,14,19,51,14,4,2,2,422,Low Value
634,66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Express,Yes,50,Debit Card,Quarterly,Senior,90,50,33,90,2,4,1,241,At Risk
635,36,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Standard,Yes,46,PayPal,Weekly,Adult,7,46,60,7,4,4,2,442,Low Value
636,27,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,2-Day Shipping,Yes,28,Cash,Quarterly,Young Adult,90,28,59,90,2,3,2,232,At Risk
637,41,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Store Pickup,Yes,14,Bank Transfer,Every 3 Months,Adult,90,14,30,90,2,2,1,221,At Risk
638,21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,2-Day Shipping,Yes,46,Cash,Fortnightly,Young Adult,14,46,20,14,4,4,1,441,Low Value
639,53,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Express,Yes,41,PayPal,Monthly,Middle-aged,30,41,20,30,3,4,1,341,Low Value
640,54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4.0,Yes,2-Day Shipping,Yes,50,Credit Card,Annually,Middle-aged,365,50,24,365,1,4,1,141,At Risk
641,53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Store Pickup,Yes,28,Debit Card,Fortnightly,Middle-aged,14,28,88,14,4,3,4,434,High Value
642,47,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,2-Day Shipping,Yes,23,Credit Card,Every 3 Months,Middle-aged,90,23,78,90,2,2,3,223,At Risk
643,64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,2-Day Shipping,Yes,14,Debit Card,Bi-Weekly,Senior,14,14,25,14,4,2,1,421,Low Value
644,18,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Next Day Air,Yes,10,Bank Transfer,Every 3 Months,Young Adult,90,10,57,90,2,1,2,212,Low Value
645,68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Next Day Air,Yes,37,Cash,Weekly,Senior,7,37,93,7,4,3,4,434,High Value
646,62,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Express,Yes,15,Venmo,Bi-Weekly,Senior,14,15,42,14,4,2,2,422,Low Value
647,51,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Standard,Yes,19,Venmo,Bi-Weekly,Middle-aged,14,19,54,14,4,2,2,422,Low Value
648,54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,23,Credit Card,Fortnightly,Middle-aged,14,23,70,14,4,2,3,423,Low Value
649,22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Store Pickup,Yes,35,Credit Card,Weekly,Young Adult,7,35,31,7,4,3,1,431,Low Value
650,53,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Store Pickup,Yes,33,PayPal,Every 3 Months,Middle-aged,90,33,93,90,2,3,4,234,Loyal
651,34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Next Day Air,Yes,12,Bank Transfer,Annually,Adult,365,12,40,365,1,1,2,112,Low Value
652,32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,Next Day Air,Yes,41,Venmo,Fortnightly,Adult,14,41,32,14,4,4,1,441,Low Value
653,64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,Free Shipping,Yes,27,Venmo,Weekly,Senior,7,27,27,7,4,3,1,431,Low Value
654,20,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,2-Day Shipping,Yes,45,Cash,Fortnightly,Young Adult,14,45,68,14,4,4,3,443,High Value
655,24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,2-Day Shipping,Yes,23,Venmo,Annually,Young Adult,365,23,59,365,1,2,2,122,At Risk
656,20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Free Shipping,Yes,19,Venmo,Monthly,Young Adult,30,19,36,30,3,2,1,321,Low Value
657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,6,PayPal,Quarterly,Adult,90,6,23,90,2,1,1,211,Low Value
658,48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,Free Shipping,Yes,6,PayPal,Quarterly,Middle-aged,90,6,80,90,2,1,3,213,Low Value
659,62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Store Pickup,Yes,20,Venmo,Weekly,Senior,7,20,37,7,4,2,1,421,Low Value
660,62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,2-Day Shipping,Yes,8,Cash,Weekly,Senior,7,8,52,7,4,1,2,412,Low Value
661,50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,2-Day Shipping,Yes,39,Credit Card,Quarterly,Middle-aged,90,39,79,90,2,4,3,243,Loyal
662,57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Store Pickup,Yes,39,Credit Card,Quarterly,Middle-aged,90,39,68,90,2,4,3,243,Loyal
663,24,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Express,Yes,39,Venmo,Bi-Weekly,Young Adult,14,39,98,14,4,4,4,444,High Value
664,59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Express,Yes,23,Credit Card,Monthly,Senior,30,23,83,30,3,2,4,324,Low Value
665,63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Express,Yes,41,PayPal,Bi-Weekly,Senior,14,41,83,14,4,4,4,444,High Value
666,41,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,2-Day Shipping,Yes,50,Credit Card,Annually,Adult,365,50,55,365,1,4,2,142,At Risk
667,35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Free Shipping,Yes,30,Debit Card,Quarterly,Adult,90,30,26,90,2,3,1,231,At Risk
668,34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Standard,Yes,32,Bank Transfer,Quarterly,Adult,90,32,76,90,2,3,3,233,Loyal
669,49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Express,Yes,35,Bank Transfer,Monthly,Middle-aged,30,35,85,30,3,3,4,334,High Value
670,43,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,Free Shipping,Yes,45,Venmo,Bi-Weekly,Adult,14,45,89,14,4,4,4,444,High Value
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,37,Cash,Bi-Weekly,Senior,14,37,41,14,4,3,2,432,Low Value
672,38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,Express,Yes,45,Cash,Weekly,Adult,7,45,30,7,4,4,1,441,Low Value
673,59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,2-Day Shipping,Yes,29,Cash,Quarterly,Senior,90,29,53,90,2,3,2,232,At Risk
674,35,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Free Shipping,Yes,27,Venmo,Bi-Weekly,Adult,14,27,66,14,4,3,3,433,High Value
675,48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Store Pickup,Yes,36,Bank Transfer,Annually,Middle-aged,365,36,33,365,1,3,1,131,At Risk
676,64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,2-Day Shipping,Yes,9,Cash,Annually,Senior,365,9,86,365,1,1,4,114,Low Value
677,28,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,2-Day Shipping,Yes,38,Venmo,Bi-Weekly,Young Adult,14,38,60,14,4,3,2,432,Low Value
678,60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,Express,Yes,41,PayPal,Annually,Senior,365,41,62,365,1,4,3,143,Loyal
679,27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Store Pickup,Yes,25,Debit Card,Every 3 Months,Young Adult,90,25,74,90,2,2,3,223,At Risk
680,56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,Express,Yes,37,Venmo,Fortnightly,Middle-aged,14,37,95,14,4,3,4,434,High Value
681,58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Express,Yes,3,PayPal,Annually,Senior,365,3,25,365,1,1,1,111,Low Value
682,30,Male,Shirt,Clothing,59,Louisiana,XL,Purple,Winter,3.8,Yes,2-Day Shipping,Yes,24,Credit Card,Every 3 Months,Young Adult,90,24,59,90,2,2,2,222,At Risk
683,23,Male,Jacket,Outerwear,29,Missouri,M,Brown,Summer,4.0,Yes,Standard,Yes,49,Credit Card,Bi-Weekly,Young Adult,14,49,29,14,4,4,1,441,Low Value
684,33,Male,Sandals,Footwear,36,Michigan,S,Violet,Winter,2.7,Yes,Free Shipping,Yes,3,Bank Transfer,Monthly,Adult,30,3,36,30,3,1,1,311,Low Value
685,63,Male,Hat,Accessories,82,Alabama,M,Yellow,Summer,4.7,Yes,Express,Yes,42,Debit Card,Monthly,Senior,30,42,82,30,3,4,4,344,High Value
686,70,Male,Blouse,Clothing,71,Massachusetts,XL,Magenta,Winter,3.5,Yes,Standard,Yes,32,Cash,Fortnightly,Senior,14,32,71,14,4,3,3,433,High Value
687,70,Male,Sweater,Clothing,35,Indiana,L,Beige,Fall,3.0,Yes,2-Day Shipping,Yes,33,Venmo,Fortnightly,Senior,14,33,35,14,4,3,1,431,Low Value
688,19,Male,Gloves,Accessories,38,West Virginia,XL,Turquoise,Winter,3.3,Yes,Free Shipping,Yes,46,Bank Transfer,Quarterly,Young Adult,90,46,38,90,2,4,1,241,At Risk
689,25,Male,Scarf,Accessories,59,Michigan,S,Peach,Summer,4.7,Yes,Store Pickup,Yes,44,Venmo,Monthly,Young Adult,30,44,59,30,3,4,2,342,Low Value
690,19,Male,Hoodie,Clothing,91,Pennsylvania,M,Orange,Summer,4.7,Yes,Express,Yes,35,Credit Card,Every 3 Months,Young Adult,90,35,91,90,2,3,4,234,Loyal
691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,45,Bank Transfer,Weekly,Young Adult,7,45,68,7,4,4,3,443,High Value
692,60,Male,Backpack,Accessories,21,Massachusetts,L,Silver,Summer,2.9,Yes,Standard,Yes,37,PayPal,Bi-Weekly,Senior,14,37,21,14,4,3,1,431,Low Value
693,35,Male,Sunglasses,Accessories,95,North Dakota,M,Cyan,Spring,4.0,Yes,2-Day Shipping,Yes,40,Debit Card,Every 3 Months,Adult,90,40,95,90,2,4,4,244,Loyal
694,46,Male,Shorts,Clothing,52,Vermont,L,Turquoise,Spring,3.1,Yes,Free Shipping,Yes,30,Cash,Every 3 Months,Middle-aged,90,30,52,90,2,3,2,232,At Risk
695,41,Male,Dress,Clothing,21,Kentucky,S,Charcoal,Fall,3.5,Yes,2-Day Shipping,Yes,38,Venmo,Every 3 Months,Adult,90,38,21,90,2,3,1,231,At Risk
696,30,Male,Shorts,Clothing,67,Nevada,XL,Peach,Summer,3.7,Yes,Next Day Air,Yes,15,Debit Card,Every 3 Months,Young Adult,90,15,67,90,2,2,3,223,At Risk
697,44,Male,Belt,Accessories,42,Utah,L,Green,Fall,2.8,Yes,Standard,Yes,49,Cash,Monthly,Adult,30,49,42,30,3,4,2,342,Low Value
698,61,Male,Scarf,Accessories,63,North Dakota,XL,Brown,Summer,4.6,Yes,Free Shipping,Yes,40,Debit Card,Quarterly,Senior,90,40,63,90,2,4,3,243,Loyal
699,55,Male,Boots,Footwear,41,Iowa,M,Yellow,Winter,3.8,Yes,Standard,Yes,40,Debit Card,Weekly,Middle-aged,7,40,41,7,4,4,2,442,Low Value
700,50,Male,Handbag,Accessories,46,Connecticut,M,Charcoal,Fall,2.6,Yes,2-Day Shipping,Yes,5,PayPal,Weekly,Middle-aged,7,5,46,7,4,1,2,412,Low Value
701,57,Male,Pants,Clothing,79,Wisconsin,L,Olive,Winter,4.1,Yes,Standard,Yes,5,PayPal,Monthly,Middle-aged,30,5,79,30,3,1,3,313,Low Value
702,51,Male,Boots,Footwear,90,Idaho,L,Red,Fall,3.3,Yes,Next Day Air,Yes,5,Debit Card,Every 3 Months,Middle-aged,90,5,90,90,2,1,4,214,Low Value
703,18,Male,Shirt,Clothing,71,Montana,M,White,Winter,3.4,Yes,Store Pickup,Yes,1,Cash,Weekly,Young Adult,7,1,71,7,4,1,3,413,Low Value
704,63,Male,Dress,Clothing,87,Connecticut,L,Pink,Summer,3.0,Yes,Standard,Yes,21,Venmo,Weekly,Senior,7,21,87,7,4,2,4,424,Low Value
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,18,PayPal,Annually,Adult,365,18,66,365,1,2,3,123,At Risk
706,25,Male,Pants,Clothing,90,Arkansas,XL,Indigo,Summer,4.5,Yes,Free Shipping,Yes,49,Cash,Quarterly,Young Adult,90,49,90,90,2,4,4,244,Loyal
707,46,Male,Jeans,Clothing,47,Iowa,L,Turquoise,Summer,4.8,Yes,Express,Yes,27,Debit Card,Weekly,Middle-aged,7,27,47,7,4,3,2,432,Low Value
708,59,Male,Shirt,Clothing,38,Louisiana,L,Purple,Spring,3.7,Yes,Next Day Air,Yes,21,Venmo,Annually,Senior,365,21,38,365,1,2,1,121,At Risk
709,37,Male,Backpack,Accessories,50,Kentucky,L,Beige,Summer,3.4,Yes,Store Pickup,Yes,19,Cash,Fortnightly,Adult,14,19,50,14,4,2,2,422,Low Value
710,49,Male,Jacket,Outerwear,79,Massachusetts,L,Charcoal,Summer,4.6,Yes,Standard,Yes,23,Debit Card,Monthly,Middle-aged,30,23,79,30,3,2,3,323,Low Value
711,22,Male,Scarf,Accessories,91,Virginia,L,Turquoise,Spring,4.1,Yes,Standard,Yes,26,PayPal,Fortnightly,Young Adult,14,26,91,14,4,3,4,434,High Value
712,64,Male,Boots,Footwear,60,New Hampshire,M,Maroon,Spring,3.5,Yes,2-Day Shipping,Yes,13,Bank Transfer,Bi-Weekly,Senior,14,13,60,14,4,1,2,412,Low Value
713,42,Male,Blouse,Clothing,81,New Hampshire,XL,Black,Summer,3.8,Yes,Next Day Air,Yes,36,Bank Transfer,Quarterly,Adult,90,36,81,90,2,3,3,233,Loyal
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,39,Bank Transfer,Bi-Weekly,Adult,14,39,90,14,4,4,4,444,High Value
715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,40,Debit Card,Fortnightly,Young Adult,14,40,70,14,4,4,3,443,High Value
716,33,Male,Jeans,Clothing,63,Delaware,L,Green,Spring,2.6,Yes,Express,Yes,37,Debit Card,Quarterly,Adult,90,37,63,90,2,3,3,233,Loyal
717,30,Male,Jewelry,Accessories,29,Missouri,M,Olive,Spring,3.6,Yes,Express,Yes,9,Venmo,Bi-Weekly,Young Adult,14,9,29,14,4,1,1,411,Low Value
718,21,Male,Socks,Clothing,90,Alaska,L,Green,Spring,4.2,Yes,Express,Yes,7,Venmo,Every 3 Months,Young Adult,90,7,90,90,2,1,4,214,Low Value
719,22,Male,Shirt,Clothing,22,Florida,M,Peach,Summer,4.6,Yes,Standard,Yes,25,Bank Transfer,Annually,Young Adult,365,25,22,365,1,2,1,121,At Risk
720,63,Male,Shorts,Clothing,22,Mississippi,L,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,42,Venmo,Bi-Weekly,Senior,14,42,22,14,4,4,1,441,Low Value
721,33,Male,Jewelry,Accessories,62,New Mexico,L,Orange,Fall,3.4,Yes,Free Shipping,Yes,19,Debit Card,Weekly,Adult,7,19,62,7,4,2,3,423,Low Value
722,43,Male,Blouse,Clothing,57,California,L,Silver,Summer,4.4,Yes,Next Day Air,Yes,41,Debit Card,Every 3 Months,Adult,90,41,57,90,2,4,2,242,At Risk
723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,50,Cash,Bi-Weekly,Young Adult,14,50,32,14,4,4,1,441,Low Value
724,35,Male,Jewelry,Accessories,53,Missouri,L,Cyan,Fall,3.5,Yes,Express,Yes,43,PayPal,Monthly,Adult,30,43,53,30,3,4,2,342,Low Value
725,37,Male,T-shirt,Clothing,79,New Hampshire,XL,Green,Fall,4.7,Yes,Store Pickup,Yes,36,Venmo,Every 3 Months,Adult,90,36,79,90,2,3,3,233,Loyal
726,61,Male,Hat,Accessories,61,Texas,L,Silver,Winter,3.1,Yes,Standard,Yes,33,Debit Card,Fortnightly,Senior,14,33,61,14,4,3,3,433,High Value
727,32,Male,Shorts,Clothing,78,North Dakota,L,Yellow,Summer,3.6,Yes,Next Day Air,Yes,20,Bank Transfer,Every 3 Months,Adult,90,20,78,90,2,2,3,223,At Risk
728,62,Male,Sweater,Clothing,97,Arkansas,S,Gray,Winter,4.8,Yes,Next Day Air,Yes,37,Venmo,Every 3 Months,Senior,90,37,97,90,2,3,4,234,Loyal
729,29,Male,Jeans,Clothing,78,Nebraska,M,Pink,Winter,3.7,Yes,Next Day Air,Yes,12,PayPal,Every 3 Months,Young Adult,90,12,78,90,2,1,3,213,Low Value
730,41,Male,Sunglasses,Accessories,56,Minnesota,L,Beige,Summer,3.2,Yes,Express,Yes,46,PayPal,Every 3 Months,Adult,90,46,56,90,2,4,2,242,At Risk
731,48,Male,Boots,Footwear,25,Massachusetts,M,Indigo,Summer,3.9,Yes,Standard,Yes,28,Venmo,Fortnightly,Middle-aged,14,28,25,14,4,3,1,431,Low Value
732,43,Male,Coat,Outerwear,28,Arkansas,M,Red,Spring,3.5,Yes,Free Shipping,Yes,30,PayPal,Fortnightly,Adult,14,30,28,14,4,3,1,431,Low Value
733,34,Male,Shirt,Clothing,57,New Hampshire,L,Blue,Spring,2.8,Yes,Express,Yes,28,Cash,Bi-Weekly,Adult,14,28,57,14,4,3,2,432,Low Value
734,45,Male,Dress,Clothing,36,Rhode Island,L,Cyan,Fall,2.7,Yes,2-Day Shipping,Yes,20,Debit Card,Bi-Weekly,Middle-aged,14,20,36,14,4,2,1,421,Low Value
735,65,Male,Shirt,Clothing,69,New Jersey,S,Violet,Winter,3.1,Yes,Express,Yes,39,Bank Transfer,Every 3 Months,Senior,90,39,69,90,2,4,3,243,Loyal
736,61,Male,Sunglasses,Accessories,48,Montana,M,Orange,Fall,3.6,Yes,2-Day Shipping,Yes,48,Cash,Bi-Weekly,Senior,14,48,48,14,4,4,2,442,Low Value
737,18,Male,Dress,Clothing,58,Colorado,L,Maroon,Spring,2.9,Yes,2-Day Shipping,Yes,32,Credit Card,Every 3 Months,Young Adult,90,32,58,90,2,3,2,232,At Risk
738,47,Male,Sunglasses,Accessories,24,Nebraska,M,Teal,Spring,3.6,Yes,Store Pickup,Yes,28,PayPal,Annually,Middle-aged,365,28,24,365,1,3,1,131,At Risk
739,56,Male,Sunglasses,Accessories,31,Minnesota,L,Orange,Winter,3.5,Yes,2-Day Shipping,Yes,27,Venmo,Quarterly,Middle-aged,90,27,31,90,2,3,1,231,At Risk
740,64,Male,Shorts,Clothing,29,Minnesota,S,Purple,Summer,3.5,Yes,Free Shipping,Yes,26,Venmo,Bi-Weekly,Senior,14,26,29,14,4,3,1,431,Low Value
741,26,Male,Jeans,Clothing,69,South Dakota,M,Orange,Summer,2.8,Yes,Next Day Air,Yes,22,Credit Card,Fortnightly,Young Adult,14,22,69,14,4,2,3,423,Low Value
742,22,Male,T-shirt,Clothing,79,West Virginia,XL,Yellow,Summer,4.7,Yes,Free Shipping,Yes,23,Bank Transfer,Every 3 Months,Young Adult,90,23,79,90,2,2,3,223,At Risk
743,64,Male,Pants,Clothing,39,Nevada,M,Charcoal,Summer,3.1,Yes,Express,Yes,21,Debit Card,Quarterly,Senior,90,21,39,90,2,2,1,221,At Risk
744,21,Male,Sunglasses,Accessories,84,North Carolina,L,Gray,Fall,4.9,Yes,Free Shipping,Yes,36,Cash,Weekly,Young Adult,7,36,84,7,4,3,4,434,High Value
745,67,Male,Boots,Footwear,66,Illinois,S,Charcoal,Spring,4.1,Yes,Next Day Air,Yes,42,Debit Card,Bi-Weekly,Senior,14,42,66,14,4,4,3,443,High Value
746,46,Male,T-shirt,Clothing,92,Michigan,L,Orange,Fall,4.7,Yes,Standard,Yes,4,Venmo,Monthly,Middle-aged,30,4,92,30,3,1,4,314,Low Value
747,40,Male,Sandals,Footwear,45,Michigan,M,Red,Winter,2.5,Yes,Free Shipping,Yes,47,Credit Card,Annually,Adult,365,47,45,365,1,4,2,142,At Risk
748,51,Male,Shorts,Clothing,74,Oklahoma,L,Gold,Spring,4.4,Yes,Next Day Air,Yes,13,Bank Transfer,Weekly,Middle-aged,7,13,74,7,4,1,3,413,Low Value
749,35,Male,Hat,Accessories,39,South Dakota,L,Brown,Fall,3.9,Yes,Free Shipping,Yes,8,Bank Transfer,Quarterly,Adult,90,8,39,90,2,1,1,211,Low Value
750,56,Male,Scarf,Accessories,71,Oklahoma,M,Olive,Winter,3.7,Yes,Standard,Yes,11,Debit Card,Quarterly,Middle-aged,90,11,71,90,2,1,3,213,Low Value
751,25,Male,T-shirt,Clothing,95,Maryland,L,Violet,Fall,3.4,Yes,Free Shipping,Yes,5,Venmo,Annually,Young Adult,365,5,95,365,1,1,4,114,Low Value
752,65,Male,Gloves,Accessories,72,Ohio,L,Indigo,Fall,4.8,Yes,Free Shipping,Yes,1,Credit Card,Monthly,Senior,30,1,72,30,3,1,3,313,Low Value
753,39,Male,Scarf,Accessories,85,Ohio,L,Yellow,Fall,4.2,Yes,2-Day Shipping,Yes,17,PayPal,Every 3 Months,Adult,90,17,85,90,2,2,4,224,At Risk
